Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,5200.0,5325.0,5115.0,5245.0,4777.53271484375,233217000
2019-01-07,5230.0,5320.0,5150.0,5200.0,4736.54296875,437807000
2019-01-14,5230.0,5600.0,5190.0,5545.0,5050.7958984375,462381000
2019-01-21,5600.0,5620.0,5355.0,5495.0,5005.25146484375,435848500
2019-01-28,5445.0,5750.0,5440.0,5500.0,5009.8056640625,461434500
2019-02-04,5500.0,5540.0,5460.0,5495.0,5005.25146484375,288601500
2019-02-11,5530.0,5530.0,5335.0,5480.0,4991.58837890625,452068500
2019-02-18,5420.0,5595.0,5380.0,5490.0,5000.697265625,304772000
2019-02-25,5500.0,5600.0,5495.0,5535.0,5041.6865234375,412831500
2019-03-04,5500.0,5570.0,5440.0,5505.0,5014.35986328125,177871500
2019-03-11,5540.0,5560.0,5450.0,5550.0,5055.3486328125,183547000
2019-03-18,5540.0,5555.0,5440.0,5455.0,4968.81640625,186437000
2019-03-25,5480.0,5550.0,5425.0,5500.0,5009.8056640625,127907500
2019-04-01,5530.0,5570.0,5450.0,5480.0,4991.58837890625,146788500
2019-04-08,5535.0,5570.0,5460.0,5505.0,5014.35986328125,161040500
2019-04-15,5495.0,5805.0,5475.0,5625.0,5123.66455078125,263187000
2019-04-22,5680.0,5710.0,5525.0,5685.0,5178.3173828125,288796500
2019-04-29,5670.0,5810.0,5595.0,5620.0,5165.90625,283381000
2019-05-06,5675.0,5710.0,5595.0,5610.0,5156.71484375,384726500
2019-05-13,5560.0,5630.0,5140.0,5380.0,4945.29833984375,403776000
2019-05-20,5470.0,5700.0,5340.0,5685.0,5225.65380859375,296782000
2019-05-27,5655.0,5895.0,5655.0,5820.0,5349.74560546875,439842500
2019-06-03,5820.0,6190.0,5810.0,5880.0,5404.8984375,179238000
2019-06-10,5900.0,5960.0,5790.0,5795.0,5326.76708984375,361803500
2019-06-17,5795.0,5960.0,5795.0,5875.0,5400.302734375,379470000
2019-06-24,5930.0,6025.0,5805.0,5990.0,5506.0107421875,314952500
2019-07-01,5990.0,6020.0,5865.0,5880.0,5404.8984375,191511500
2019-07-08,5870.0,6115.0,5870.0,6105.0,5611.71875,225495000
2019-07-15,6080.0,6290.0,6045.0,6290.0,5781.771484375,208475500
2019-07-22,6240.0,6290.0,6160.0,6190.0,5689.8505859375,264257500
2019-07-29,6205.0,6270.0,6000.0,6000.0,5515.2021484375,334496000
2019-08-05,5880.0,6120.0,5765.0,6040.0,5551.970703125,434517000
2019-08-12,6000.0,6060.0,5860.0,6015.0,5528.990234375,299350000
2019-08-19,6035.0,6035.0,5860.0,5990.0,5506.0107421875,254681000
2019-08-26,6040.0,6100.0,5950.0,6000.0,5515.2021484375,347072500
2019-09-02,6000.0,6085.0,5980.0,6035.0,5547.375,218634000
2019-09-09,6020.0,6105.0,5985.0,6005.0,5519.79833984375,231277000
2019-09-16,5990.0,6050.0,5985.0,6025.0,5538.18212890625,363357500
2019-09-23,5980.0,6075.0,5780.0,6070.0,5579.546875,399598500
2019-09-30,6010.0,6080.0,5950.0,6070.0,5579.546875,256298500
2019-10-07,6080.0,6200.0,6015.0,6200.0,5699.04296875,232678500
2019-10-14,6190.0,6255.0,6105.0,6220.0,5717.4267578125,253358000
2019-10-21,6270.0,6325.0,6175.0,6205.0,5703.63916015625,307758500
2019-10-28,6205.0,6380.0,6150.0,6275.0,5767.98291015625,284895000
2019-11-04,6350.0,6380.0,6250.0,6295.0,5786.36669921875,351774000
