Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,3660.0,3870.0,3580.0,3850.0,3144.0390625,2729471400
2019-01-31,3880.0,4000.0,3750.0,3850.0,3144.0390625,1838177500
2019-02-28,3870.0,4140.0,3780.0,4110.0,3356.363525390625,1499068200
2019-03-31,4140.0,4730.0,4130.0,4370.0,3568.688232421875,1915132300
2019-04-30,4370.0,4420.0,3660.0,4100.0,3348.197509765625,3300702100
2019-05-31,4100.0,4400.0,4100.0,4360.0,3675.223876953125,1515690500
2019-06-30,4400.0,4560.0,4360.0,4480.0,3776.37646484375,1656703800
2019-07-31,4490.0,4510.0,4000.0,4270.0,3599.35888671875,2367194500
2019-08-31,4270.0,4350.0,4020.0,4120.0,3472.91748046875,1911004700
2019-09-30,4120.0,4320.0,3810.0,4210.0,3548.782470703125,2423888300
2019-10-31,4220.0,4330.0,3900.0,4090.0,3447.62939453125,2468453600
2019-11-30,4150.0,4470.0,4120.0,4400.0,3708.94091796875,1798699400
2019-12-31,4400.0,4760.0,4320.0,4460.0,3759.51806640625,2351590900
2020-01-31,4460.0,4690.0,3910.0,4190.0,3531.92333984375,2435595500
2020-02-29,4190.0,4300.0,2440.0,3020.0,2635.640380859375,5387621200
2020-03-31,3010.0,3240.0,2560.0,2730.0,2382.549072265625,5683052300
2020-04-30,2730.0,2950.0,2160.0,2950.0,2574.54931640625,6235053200
2020-05-31,2950.0,3370.0,2800.0,3030.0,2644.367431640625,5568797700
2020-06-30,3040.0,3250.0,3030.0,3160.0,2757.822265625,3111289700
2020-07-31,3170.0,3820.0,2970.0,3510.0,3063.277099609375,3445986500
2020-08-31,3550.0,3690.0,3000.0,3040.0,2653.0947265625,4003400300
2020-09-30,3090.0,3400.0,3060.0,3360.0,2932.3681640625,2782132900
2020-10-31,3360.0,4390.0,3290.0,4090.0,3569.4599609375,4865113600
2020-11-30,4130.0,4450.0,3950.0,4170.0,3639.278076171875,2856556400
2020-12-31,4170.0,4950.0,4150.0,4180.0,3648.00537109375,3599743200
2021-01-31,4180.0,4870.0,3960.0,4710.0,4110.55126953125,2715917800
2021-02-28,4800.0,4880.0,4260.0,4400.0,3840.005615234375,2469002800
2021-03-31,4350.0,4460.0,4050.0,4050.0,3534.55078125,2752110600
2021-04-30,4060.0,4280.0,3820.0,4260.0,3799.1552734375,2769409500
2021-05-31,4350.0,4390.0,3860.0,3940.0,3513.772705078125,3325217700
2021-06-30,3940.0,4030.0,3700.0,3710.0,3308.654052734375,2132270600
2021-07-31,3770.0,4090.0,3481.758056640625,3572.66552734375,3186.17626953125,2290574201
2021-08-31,3572.66552734375,3880.0,3463.576416015625,3850.0,3433.508544921875,6073477827
2021-09-30,3850.0,4460.0,3830.0,4250.0,3790.2373046875,4745652300
2021-10-31,4330.0,4340.0,4080.0,4090.0,3647.545654296875,2919948500
2021-11-30,4090.0,4250.0,4050.0,4110.0,3665.382080078125,2371759500
2021-12-31,4120.0,4240.0,4000.0,4070.0,3629.70947265625,2155349200
2022-01-31,4120.0,4550.0,4060.0,4550.0,4057.783447265625,3079276500
2022-02-28,4850.0,4860.0,4370.0,4660.0,4155.88330078125,4613209200
2022-03-31,4690.0,4980.0,4530.0,4870.0,4515.3330078125,3026100600
2022-04-30,4870.0,4870.0,4250.0,4630.0,4292.8115234375,3667527100
2022-05-31,4540.0,4600.0,4120.0,4150.0,3847.768310546875,3367868300
2022-06-30,4150.0,4430.0,3960.0,4360.0,4042.474853515625,2883007400
2022-07-31,4390.0,4470.0,4220.0,4340.0,4023.931396484375,3068759600
2022-08-31,4320.0,4700.0,4310.0,4490.0,4163.00732421875,4101714400
2022-09-30,4500.0,4680.0,4260.0,4650.0,4311.35498046875,3532993300
2022-10-31,4690.0,4980.0,4490.0,4980.0,4617.322265625,3796100300
2022-11-30,5000.0,5025.0,4710.0,4940.0,4580.2353515625,3516745800
2022-12-31,4910.0,4920.0,4360.0,4580.0,4246.453125,3515371800
2023-01-31,4630.0,4900.0,4600.0,4670.0,4384.3447265625,2662974600
2023-02-28,4730.0,4920.0,4640.0,4730.0,4440.6748046875,2858072700
2023-03-31,4770.0,5275.0,4760.0,5100.0,5025.169921875,1949491800
2023-04-30,5175.0,5625.0,5025.0,5575.0,5493.20068359375,3701713200
2023-05-31,5600.0,5600.0,5350.0,5425.0,5345.4013671875,1868006700
2023-06-30,5500.0,5750.0,5375.0,5650.0,5567.10009765625,2247933300
2023-07-31,5650.0,5750.0,5450.0,5550.0,5468.5673828125,2232087900
2023-08-31,5600.0,5650.0,5175.0,5225.0,5148.3359375,2114247000
2023-09-30,5250.0,5375.0,4920.0,4960.0,4887.22412109375,2670566700
2023-10-31,4920.0,5450.0,4830.0,5275.0,5197.6025390625,2647435000
2023-11-30,5275.0,5750.0,5275.0,5725.0,5641.0,2573450600
2023-12-31,5650.0,5900.0,5575.0,5700.0,5616.36669921875,1672561300
