Date,Open,High,Low,Close,Adj Close,Volume
2006-11-29,7570.354492,7570.354492,5080.106445,5578.155762,5578.155762,56006967
2006-11-30,5677.765625,5777.375977,5179.716309,5279.326172,5279.326172,12368521
2006-12-01,5378.936035,5478.545898,5179.716309,5378.936035,5378.936035,0
2006-12-04,5578.155762,5677.765625,5378.936035,5578.155762,5578.155762,0
2006-12-05,5578.155762,5677.765625,5478.545898,5578.155762,5578.155762,2199203
2006-12-06,5578.155762,5677.765625,5478.545898,5478.545898,5478.545898,3136359
2006-12-07,5478.545898,5876.985840,5478.545898,5876.985840,5876.985840,5191324
2006-12-08,5976.595703,6275.425293,5876.985840,5976.595703,5976.595703,0
2006-12-11,5876.985840,6076.205566,5777.375977,5876.985840,5876.985840,0
2006-12-12,5976.595703,6076.205566,5777.375977,5976.595703,5976.595703,0
2006-12-13,6175.815430,6275.425293,5976.595703,6175.815430,6175.815430,0
2006-12-14,6275.425293,6275.425293,6076.205566,6275.425293,6275.425293,2703144
2006-12-15,6275.425293,6474.645508,6275.425293,6375.035156,6375.035156,5486049
2006-12-18,6673.865234,6873.084961,6375.035156,6673.865234,6673.865234,0
2006-12-19,6773.475098,6773.475098,6076.205566,6275.425293,6275.425293,10786123
2006-12-20,6574.255371,6673.865234,6375.035156,6574.255371,6574.255371,0
2006-12-21,6474.645508,6673.865234,6375.035156,6474.645508,6474.645508,0
2006-12-22,6375.035156,6474.645508,6275.425293,6375.035156,6375.035156,0
2006-12-26,6375.035156,6474.645508,6375.035156,6375.035156,6375.035156,361183
2006-12-27,6474.645508,6574.255371,6375.035156,6474.645508,6474.645508,1668809
2006-12-28,6474.645508,6574.255371,6375.035156,6375.035156,6375.035156,2735244
2006-12-29,6375.035156,6574.255371,6375.035156,6375.035156,6375.035156,2735244
2007-01-02,6275.425293,6375.035156,6275.425293,6275.425293,6275.425293,0
2007-01-03,6275.425293,6275.425293,5777.375977,5876.985840,5876.985840,8731960
2007-01-04,5976.595703,6076.205566,5777.375977,5976.595703,5976.595703,0
2007-01-05,6076.205566,6175.815430,5777.375977,6076.205566,6076.205566,0
2007-01-08,6175.815430,6175.815430,5876.985840,6175.815430,6175.815430,0
2007-01-09,5976.595703,6175.815430,5876.985840,5976.595703,5976.595703,0
2007-01-10,5777.375977,5777.375977,5777.375977,5777.375977,5777.375977,0
2007-01-11,5777.375977,5876.985840,5677.765625,5777.375977,5777.375977,0
2007-01-12,5876.985840,5876.985840,5279.326172,5378.936035,5378.936035,4557753
2007-01-15,5478.545898,5876.985840,5478.545898,5777.375977,5777.375977,3331470
2007-01-16,5876.985840,5976.595703,5777.375977,5876.985840,5876.985840,1548414
2007-01-17,5876.985840,5876.985840,5677.765625,5876.985840,5876.985840,3112340
